Blueprint	Name	Description	Grouping	Category	Family	Classification	Heavy	Two Handed	Min Damage	Max Damage	Armor Pen	Dodge Reduction	Extra Hit Chance	Rate of Fire	Recoil	Max Range	Ammo	Attack 1	Type	Cost	GFX	On Hit	Attack 2	Type	Cost	GFX	On Hit	Attack 3	Type	Cost	GFX	On Hit	Attack 4	Type	Cost	GFX	On Hit	Attack 5	Type	Cost	GFX	On Hit	Sources	Extra Facts
ShurikenCatapult_Item	Shuriken Catapult		Shuriken	Basic	Exotic	false	false	true	6	9	20	0	0	8	5	18	100	SingleShot_Ability	SingleShot	1	ShurikenCatapult_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	ShurikenCatapult_Shot_AbilityFXSettings		ReloadAbility	Reload	3	ShurikenCatapult_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldEldarUnit, Unit - Ch04_CrownWorld: CrownWorldHarlequinRanged, Unit - Ch04_CrownWorld: CrownWorldHarlequinRanged_FakeYrliet, Unit - Ch04_Quetza-al_khet: Quetza_!EldarGuardianStrom_!Archive, Unit - Ch04_Quetza-al_khet: Quetza_!EldarRanger_!Archive, Unit - Ch04_Quetza-al_khet: Quetza_EldarGuardianDefender_Leader, Unit - Ch03_GrandSpectacle: DrukhariWychRangeM_GrandSpectacle_unit, Unit - Ch04_CrownWorld: CrownWorldHarlequinLeader, Unit - Ch04_Canteena: Ch04Vladaym_PirateXenoRangeGuard_unit, Unit - Ch04_FootfallSewersCh04: PirateSpaceCapitan, Unit - Ch04_FootfallSewersCh04: Torra, Unit - ExportedPregens: Gusev_Yrliet_26lvl_ExportedPregen, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon	
ShurikenPistolT2CH04_Item	Upgraded Shuriken Pistol		Shuriken	Pistol	Exotic	false	false	false	11	15	15	0	0	7	5	12	18	SingleShot_PistolAbility	SingleShot	1	ShurikenPistol_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	ShurikenPistol_Shot_AbilityFXSettings		ReloadAbility	Reload	1	ShurikenPistol_Shot_AbilityFXSettings			None					None				Unit - Ch04_HaemonculusLab: DrukhariWrack_MeleeRanged_Lab01, Unit - Ch04_HaemonculusLab: DrukhariWrack_MeleeRanged_Lab01_TiP, Unit - Ch04_HaemonculusLab: DrukhariWrack_MeleeRanged_Lab02, Unit - Ch04_HaemonculusLab: DrukhariWrack_MeleeRanged_Lab02_TiP, Unit - Ch04_CrownWorld: CrownWorldHarlequin_FlickeringDancer, Unit - Ch04_CrownWorld: CrownWorldHarlequin_StormPlayer, Unit - Ch04_Quetza-al_khet: Quetza_Harlequin	
ShurikenPistol_Item	Shuriken Pistol		Shuriken	Pistol	Exotic	false	false	false	6	10	15	0	0	7	5	12	18	SingleShot_PistolAbility	SingleShot	1	ShurikenPistol_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	ShurikenPistol_Shot_AbilityFXSettings		ReloadAbility	Reload	1	ShurikenPistol_Shot_AbilityFXSettings			None					None				Unit - Ch02_AgriWorldJungle: JungleWorldEldarUnit_TrailerCinematicMelee, Unit - Ch02_FootfallDock: Footfall_ValadaimAgent_Xenos_Weapon, Unit - Ch04_Quetza-al_Khet: Quetza-al_Yrliet, Unit - ExportedPregens: Gusev_Jae_26lvl_ExportedPregen, Unit - ExportedPregens: Sayonara_Jae_23lvl_ExportedPregen, Unit - ExportedPregens: Yanus19Jae_ExportedPregen, Unit - JaeCompanion: JaeCompanion, Unit - JaeCompanion: SmugglerCompanion_JaeQ1, Chest - CR28: Drukhari_ATChestOutdoor	
SniperRifleCH5Unique_Item	Gloomrifle	{g|Encyclopedia:DamageGlossary}Damage{/g} from {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g} is always equal to 100%.\nDeals an additional +{uip|Damage|ad4636f2df894381b0053a052d04129f} damage.	Rifle	Basic	Solid	false	false	true	42	65	40	0	40	0	0	30	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Chest - CrashedShip: ImperiumMilitary_GoodLoot02	SniperRifleCH5Unique_Feature	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperRifleMammonthkiller_Item	Terrorax Slayer	This rifle's {g|Encyclopedia:DeadeyeShot}deadeye shot{/g} costs +1 {g|Encyclopedia:ActionPoints}AP{/g} more and deals triple {g|Encyclopedia:DamageGlossary}damage{/g} against large targets (size 2×2 cells and larger).	Rifle	Basic	Solid	false	false	true	30	45	35	0	30	0	0	30	5	SingleShot_Ability	SingleShot	2	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	3	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - ExportedPregens: Uralon41RT_ExportedPregen, Chest - NewTrashLoot: AdeptusMechanicus_SecretRoomContainer_Locked	SniperRifleMammonthkiller_Feature	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperRifleT1Tutorial_Item	Well-Maintained Sniper Rifle		Rifle	Basic	Solid	false	false	true	12	17	15	10	30	0	0	30	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - ExportedPregens: CassiaCompanion_Level7_EtelParty_ExportedPregen, Chest - VoidshipOfficersDeck: ImperiumMilitary_PrologueOD_CorridorChestAdept	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperRifleT2CH4_Item	[Retobi-Pattern] Sniper Rifle		Rifle	Basic	Solid	false	false	true	26	39	20	10	30	0	0	30	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - Ch04_ForgeHeart: CorruptedSkitarii_Ranged, Unit - Ch04_SalisPrine_ItsTime: ItsTime_MarauderSniper, Unit - Ch04_VoidshipBridgeBoarding: InquisitorSniper_Ranged_Boarding, Unit - DLC1_LowerTunnel: DLC1_HighFactotum_LowerTunnels_SF, Unit - ExportedPregens: Cassia_level47_Gamescom2024_ExportedPregen	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperRifleT2_Item	Rebel's Sniper Rifle		Rifle	Basic	Solid	false	false	true	18	25	20	0	30	0	0	30	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - Ch02_VoidshipTemple: GenestealerSniper_Ranged_VoidshipTempleAmbush, Unit - Ch04_LowerTunnel: GenestealerSniper_Ranged_LowerTunnels, Unit - Ch01_Starport: StarportRebelLeaderSniper, Unit - Ch04_ForgeHeart: CorruptedSkitariiSwarm_Ranged_ForgeHeart, Unit - DLC1_Ch02_VoidshipCrypt: Enforcers_Ranged_VoidshipCrypt, Unit - DLC1_Ch02_VoidshipCrypt: GenestealerSniper_Ranged_VoidshipCrypt, Unit - DLC1_LowerTunnels_StreetFight: Enforcers_Ranged_VoidshipCrypt1, Unit - ExportedPregens: 4y6_Sniper_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: Idira19Chapel_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level29_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level42_OlegParty_ExportedPregen, Unit - ExportedPregens: Sayonara_23_GG_ExportedPregen, Unit - ExportedPregens: Sayonara_RT_23lvl_ExportedPregen, Unit - ExportedPregens: zin_22_RT_Operative_ExportedPregen	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperRifle_Item	Sniper Rifle		Rifle	Basic	Solid	false	false	true	12	16	15	10	30	0	0	30	5	SingleShot_Ability	SingleShot	1	BigSniperRifle_AbilityFXSettings		PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings		ReloadAbility	Reload	3	BigSniperRifle_AbilityFXSettings			None					None				Unit - Ch01_ArcheotechReactor: IronCultist_ArcheotechReactor_Range, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Sniper, Unit - Ch01_Starport: StarportRebelSniper, Unit - Ch01_Starport: StarportRebelSniper_dlc, Unit - Ch01_TaintedStreets: TaintedStreetsRebelSniper, Unit - Ch01_TaintedStreets: TaintedStreetsRebelSniper_withLoot, Unit - Ch02_FootFallAtrium: FootfallAnverSniper_Ranged_Elite, Unit - Ch02_FootFallAtrium: FootfallPirateSniper, Unit - Ch02_FootfallDock: FootfallBanditRingleaderSniper, Unit - Ch02_FootFallSlums: Footfall_Generic_BanditLeaderSniper, Unit - DLC1_Ch02_AstropathicChapel: Sniper_AstropathicChapelCH2, Unit - Ch02_ForgeWorldAndHeart: VeteranAssassinTechpriest, Unit - Ch02_ForgeWorldSpaceHulk: MadTechPriest_Technomat, Unit - Companions: CompanionJaePrototype, Unit - AbelardCompanion: AbelardCompanion_Gamescom, Unit - ExportedPregens: CassiaCompanion_Level15_ExportedPregen, Unit - ExportedPregens: JaeCompanion_Level39_SolarParty_ExportedPregen, Unit - ExportedPregens: PascalCompanion_Level15_ExportedPregen, Unit - ExportedPregens: PlayerRT19ChapelPsyker_ExportedPregen, Unit - IdiraCompanion: IdiraCompanion, Unit - IdiraCompanion: IdiraCompanion_Gamescom, Unit - IdiraCompanion: IdiraCompanion_TrailerCinematic, Unit - IdiraCompanion: PC_Human_ChordaCompanion_F_HM, Chest - CR0: Lair3Chest3, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon	SniperRifle_CritDamage_Feature	SolidProjectileWeapon_Feature
SniperSplinterRifle_Item	Quickeye Splinter Rifle		Splinter	Basic	Exotic	false	false	true	28	42	20	0	10	2	10	24	36	SplinterRifle_SingleShot_Ability	SingleShot	1	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterRifleBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	PreciseShot_Ability	Custom	2	BigSniperRifle_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	3				None				Vendor - LiegeChapter4_VendorTable_Base 126PF	SniperRifle_CritDamage_Feature	ViralToxin_Power6_ForWeapon_Feature
SolarStaff_Item	Solar Staff	The wielder of this staff (power level 10) gains the <b>Inferno</b> {g|Encyclopedia:Ability}ability{/g}. The ability is also available in its {g|Encyclopedia:HeroicAct}heroic act{/g} and {g|Encyclopedia:DesperateMeasure}desperate measure{/g} versions. Power level affects the {g|Encyclopedia:DamageGlossary}damage{/g} of this power. For every two creatures suffering {g|Encyclopedia:BurningEffect}burning{/g} in combat, the power level of this staff is increased by +1 and the {g|Encyclopedia:WarhammerWillpower}Willpower{/g} {g|Encyclopedia:Bonus}bonus{/g} is increased by +2.\n<indent=5%>+15 Willpower</indent>	PsykerStaff	Melee	Primitive	false	false	true	16	21	0	0	0	0	0	1	-1	MacesMeleeAttack_Ability	SingleShot	1	Axe_AbilityFXSettings		Pyromancy_Weapon_Inferno_Ability	Custom	2	PsykerPyromancyFireball00_AbilityFXSettings		Pyromancy_Weapon_Inferno_AbilityHeroic	Custom	2	PsykerPyromancyFireball00_AbilityFXSettings		Pyromancy_Weapon_Inferno_AbilityDesperate	Custom	2	PsykerPyromancyFireball00_AbilityFXSettings			None				Unit - Ch05_Epitaph: RTHope, Unit - Ch05_Epitaph: RTHopeFemale, Unit - ExportedPregens: Uralon41Heinrix_ExportedPregen, Vendor - ExploratorChapter4_VendorTable_Base 100PF	SolarStaff_Feature	Willpower15_Feature	InfernoAbility_Feature
Solomorne_Foehammer_Item	Adeptus Arbites Foehammer	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Pistol	Solid	Shotgun	false	false	12	20	10	0	0	1	0	6	6	ShotgunFoehammer_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	1				None					None					None				Unit - DLC2_CH01_StarPort: SolomorneCompanion_22lvl_OverseerNPC, Unit - SolomorneCompanion: SolomorneCompanion, Unit - SolomorneCompanion: SolomorneCompanion_15lvl_Test, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Boarding, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch01_CommandCenter, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch01_StarPort_Combat, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch01_TaintedStreets, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch04_PenalWorld, Unit - SolomorneCompanion: SolomorneCompanion_NPC_FootFall, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Eagle, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Mastiff, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Raven, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Swarm	ShotgunPush_Feature	SolidProjectileWeapon_Feature
Solomorne_Shotgun_Item	Adeptus Arbites Shotgun	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Basic	Solid	Shotgun	false	true	13	22	10	0	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - Ch01_CommandCenter: Arbites_ch1, Unit - SolomorneCompanion: SolomorneCompanion, Unit - SolomorneCompanion: SolomorneCompanion_15lvl_Test, Unit - SolomorneCompanion: SolomorneCompanion_NPC_BoardingBolter, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch01_StarPort_Combat, Unit - SolomorneCompanion: SolomorneCompanion_NPC_Ch04_PenalWorld, Unit - SolomorneCompanion: SolomorneCompanion_NPC_FootFall, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Eagle, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Mastiff, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Raven, Unit - SolomorneCompanion: SolomorneCompanion_PetOwner_Swarm, Unit - SolomorneCompanion: SOLOMORNE_FORTEASER_ExportedPregen	ShotgunPush_Feature	SolidProjectileWeapon_Feature
Spinup_HeavyStubber_Item	Righteous Anger	Whenever the wielder makes a {g|Encyclopedia:BurstAttacksGlossary}burst{/g} attack with this weapon, its {g|Encyclopedia:RateOfFire}rate of fire{/g} is increased by +2 (up to a maximum of +10). Stacks and lasts until the end of combat.	Autogun	Heavy	Solid	false	true	true	9	12	20	0	0	5	50	20	120	SingleShot_Ability	SingleShot	2	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	3	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	4	HeavyBolter_BoltShot_AbilityFXSettings			None					None				Unit - DLC2_Ch04_TreasureWorld: TreasureWorld_Arbites_Leader	Spinup_HeavyStubber_Feature
SplinterCannon_Item	Splinter Cannon		Splinter	Heavy	Exotic	false	true	true	5	6	10	0	0	9	40	24	96	SplinterRifle_SingleShot_Ability	SingleShot	2	SplinterCannon_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterRifleBurstFire_Ability	Burst	3	SplinterCannon_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	5	SplinterCannon_Shot_AbilityFXSettings			None					None				Chest - CR33: Drukhari_AngerChest	ViralToxin_Power8_ForWeapon_Feature
SplinterPistolAgony_Item	Agonising Splinter Pistol	Deals double {g|Encyclopedia:ToxicDamage}toxic damage{/g}. Each successful attack with this weapon increases the {g|Encyclopedia:DamageGlossary}damage{/g} of the {g|Encyclopedia:ToxinEffect}toxin{/g} effect suffered by a target by +1.	Splinter	Pistol	Exotic	false	false	false	8	10	20	0	0	5	10	14	12	ToxicNeedle_PistolAbility	SingleShot	1	Splinter_Shot_AbilityFXSettings	SplinterPistolAgony_AbilityAdditionalEffect	SplinterPistolBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	SplinterPistolAgony_AbilityAdditionalEffect	ReloadAbility	Reload	1	ShurikenPistol_Shot_AbilityFXSettings			None					None				Unit - Ch02_PenalWorld: Iremeris, Unit - Ch03_ReavingTempestSpire: Yremeriss_unit, Unit - ExportedPregens: JaeCompanion_lvl38_treasureworld_ExportedPregen, Unit - ExportedPregens: jae_lv38_chordafight_ExportedPregen, Unit - ExportedPregens: PlayerMercenary_Level42_OlegParty_ExportedPregen	SplinterPistolAgony_Feature	ViralToxin_Power8_ForWeapon_Feature
SplinterPistolKabalite_Item	Kabalite Splinter Pistol		Splinter	Pistol	Exotic	false	false	false	10	15	10	0	0	4	10	10	15	ToxicNeedle_PistolAbility	SingleShot	1	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterPistolBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	1				None					None				Unit - Ch03_CommorraghArena: DrukhariProselyte_Ranged_Portals_Elite, Unit - Ch03_CommorraghArena: DrukhariSuccubus_MeleeRanged_ArenaFiend, Unit - Ch03_CommorraghArena: DrukhariWych_MeleeRanged_ArenaFiend, Unit - Ch03_Prison: DrukhariWych_MeleeRanged_Anger, Unit - Ch03_ReavingTempestSpire: DrukhariWrack_MeleeRanged_PainDisciple, Unit - Ch02_VoidShipBridge: MainDrukhari, Unit - Ch03_GrandSpectacle: DrukhariLeaderM, Unit - ExportedPregens: JaeCompanion_lvl38_treasureworld_ExportedPregen, Unit - ExportedPregens: jae_lv38_chordafight_ExportedPregen, Unit - MarazhaiCompanion: MarazhaiCompanion, Unit - MarazhaiCompanion: MarazhaiCompanionNPC_Ch02, Unit - MarazhaiCompanion: MarazhaiCompanionNPC_Ch02	ViralToxin_Power8_ForWeapon_Feature
SplinterPistolT2CH04_Item	Venomous Splinter Pistol		Splinter	Pistol	Exotic	false	false	false	9	12	25	0	0	6	10	14	12	ToxicNeedle_PistolAbility	SingleShot	1	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterPistolBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	1	ShurikenPistol_Shot_AbilityFXSettings			None					None				Unit - Drukhari: DrukhariWych_BeastmasterBase	ViralToxin_Power10_ForWeapon_Feature
SplinterPistol_Item	Splinter Pistol		Splinter	Pistol	Exotic	false	false	false	6	9	25	0	0	6	10	14	12	ToxicNeedle_PistolAbility	SingleShot	1	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterPistolBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	1	ShurikenPistol_Shot_AbilityFXSettings			None					None				Unit - Ch02_DrukhariAttackOnShip: DrukhariKabaliteSapper, Unit - Ch02_RogueTraderPalaceSiegeIndoor: DrukhariWych_BeastmasterBaseSiege, Unit - Ch02_SantielsPrideUnderhive: DrukhariKabaliteSpecialist, Unit - Ch02_SantielsPrideUnderhive: DrukhariWychGunslinger, Unit - Ch02_Lair3: Lair3RebelRangedSwarm, Unit - Ch02_DargonusGazebo: DrukhariWych_Dargonus_Range, Unit - Ch02_DargonusGazebo: DrukhariWych_Dargonus_Range_Cutscene, Unit - Ch03_CommorraghArena: AhilleasAbductionMarazhai, Unit - ExportedPregens: Sayonara_Jae_23lvl_ExportedPregen, Unit - ExportedPregens: Yanus19Jae_ExportedPregen, Unit - JaeCompanion: JaeCompanion, Unit - JaeCompanion: JaeCompanion_Gamescom, Unit - JaeCompanion: SmugglerCompanion_Bar, Unit - JaeCompanion: SmugglerCompanion_JaeQ1	ViralToxin_Power6_ForWeapon_Feature
SplinterRifleKabalite_Item	Kabalite Splinter Rifle		Splinter	Basic	Exotic	false	false	true	12	16	15	0	0	4	10	20	16	SplinterRifleBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	4	ShurikenCatapult_Shot_AbilityFXSettings			None					None					None				Unit - Ch03_Prison: DrukhariRanger_Ranged_Prison, Unit - Ch03_ReavingTempestSpire: DrukhariWychRange1_ReavingTempestSpire_unit, Unit - Ch03_ReavingTempestSpire: DrukhariWychRange2_ReavingTempestSpire_unit, Unit - Ch04_FootfallSewersCh04: FootfallSewers_Bandit_Ranged, Unit - Ch03_GrandSpectacle: DrukhariLeaderF, Unit - Ch03_GrandSpectacle: DrukhariPilot, Unit - Ch03_GrandSpectacle: DrukhariPilot1	ViralToxin_Power8_ForWeapon_Feature
SplinterRifleT2CH04_Item	Modified Splinter Rifle		Splinter	Basic	Exotic	false	false	true	10	13	20	0	0	6	7	20	36	SplinterRifleBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	4	Splinter_Shot_AbilityFXSettings			None					None					None				Unit - Ch02_SantielsPrideUnderhive: DrukhariKabaliteGrenade, Unit - Ch02_SantielsPrideUnderhive: DrukhariKabaliteSniper, Unit - Ch04_Canteena: Ch04Vladaym_DrukhariKabalite_unit	ViralToxin_Power10_ForWeapon_Feature
SplinterRifle_Item	Splinter Rifle		Splinter	Basic	Exotic	false	false	true	8	10	25	0	0	6	7	20	36	SplinterRifleBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	ReloadAbility	Reload	4	Splinter_Shot_AbilityFXSettings			None					None					None				Unit - Drukhari: DrukhariKabalitePrototype, Unit - Drukhari: DrukhariWychPrototype, Unit - Ch02_DrukhariAttackOnShip: DrukhariKabaliteSniperAttackOnShip, Unit - Ch02_SantielsPrideUnderhive: DrukhariKabalite, Unit - Ch03_CommorraghArena: DrukhariBeastMaster_Arena, Unit - Ch03_CommorraghArena: DrukhariKabalite_Arena1, Unit - Ch03_CommorraghStreets: DrukhariKabalite_KabalF, Unit - Ch03_CommorraghStreets: DrukhariKabalite_KabalM, Unit - CH05_MarazhaiBloodright: DrukhariKabaliteBlackHeart, Unit - CH05_MarazhaiBloodright: DrukhariKabaliteTempest, Unit - CH05_MarazhaiBloodright: DrukhariKabaliteTempest_Neutral, Unit - CH05_MarazhaiBloodright: DrukhariKabalite_Ranged_SwarmCh05, Unit - Ch04_FootfallSewersCh04: FootfallSewersPatrol, Unit - Ch02_DeadlyGardens: Marazhai, Unit - Ch03_CommorraghArena: CommorraghArenaMainWych, Unit - Ch03_CommorraghArena: CommorraghArenaWyches, Unit - Ch03_VectTh: DrukhariKabaliteWatchman, Unit - CH05_MarazhaiBloodright: DyingKabalite	ViralToxin_Power6_ForWeapon_Feature
StaffOfBlood_Item	Staff of Blood	The wielder of this staff (power level 9) gains the <b>Syphon Life</b> {g|Encyclopedia:Ability}ability{/g}. This ability is also available in its {g|Encyclopedia:HeroicAct}heroic act{/g} and {g|Encyclopedia:DesperateMeasure}desperate measure{/g} versions. Power level affects the {g|Encyclopedia:DamageGlossary}damage{/g} and healing level of this power.\n<indent=5%>+15 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>\n<indent=5%>+10 {g|Encyclopedia:WarhammerToughness}Toughness{/g}</indent>	PsykerStaff	Melee	Primitive	false	false	true	10	13	25	0	0	0	0	1	-1	MacesMeleeAttack_Ability	SingleShot	1	ForceSword_AbilityFXSettings		Biomancy_Weapon_SyphonLife_Ability	Custom	2	SyphonLifeAbility_AbilityFXSettings		Biomancy_Weapon_SyphonLife_AbilityHeroic	Custom	2	SyphonLifeAbility_AbilityFXSettings		Biomancy_Weapon_SyphonLife_AbilityDesperate	Custom	2	SyphonLifeAbility_AbilityFXSettings			None				Unit - ExportedPregens: HeinrixCompanion_Level29_ExportedPregen, Unit - ExportedPregens: Henrix35Yremeris_ExportedPregen, Chest - ForgeWorld: AdeptusMechanicus_MeltaUltima_Item_Loot	Willpower15_Feature	Toughness10_Feature
StaffOfHouseCassini	Staff of House Cassini	All allies targeted by Navigator powers gain +{uip|MP|62372fd20e0a462bb12a5ee406d6c1e9} additional {g|Encyclopedia:MovementPoints}MP{/g} on their next {g|Encyclopedia:Turn}turn{/g}.\n<i>{g|Encyclopedia:Infusing}Infusing{/g} (7)</i>: allies targeted by Navigator powers gain a +7 bonus to all their {g|Encyclopedia:Characteristic}characteristics{/g} until the end of the Navigator's next turn. This bonus stacks and is prolonged until the Navigator's next turn every time it stacks.\n<indent=5%>+5 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>\n<indent=5%>+10 Perception</indent>	NavigatorStaff	Melee	Primitive	false	false	true	4	8	0	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	PowerMaul_AbilityFXSettings			None					None					None					None				Unit - ExportedPregens: 4y6_Cassia_22lvl_ExportedPregen, Unit - ExportedPregens: 4y6_Cassia_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: Cassia35Yremeris_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level29_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level37_TesseraParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level37_ValladinParty_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level42_OlegParty_ExportedPregen, Chest - CR19: AdeptusMechanicus_WallSafe	NavigatorStaffPerception10	InfusingTriggerFeature	NavigatorStaffWillpower5	StaffOfHouseCassiniFeature
